name,taxid,ERR14789322,ERR14789323,ERR14789324,ERR14789325,ERR14789326,ERR14789327,ERR14789328,ERR14789329,ERR14789330,ERR14789331,ERR14789332,ERR14789333,ERR14789175,ERR14789176,ERR14789177,ERR14789178,ERR14789179,ERR14789181,ERR14789182,ERR14789183,ERR14789184,ERR14789185,ERR14789186,ERR14789187,ERR14789188,ERR14789189,ERR14789190,ERR14789307,ERR14789308,ERR14789309,ERR14789310,ERR14789311,ERR14789312,ERR14789313,ERR14789315,ERR14789316,ERR14789317,ERR14789318,ERR14789319,ERR14789320,ERR14789321,ERR14789259,ERR14789260,ERR14789261,ERR14789262,ERR14789263,ERR14789264,ERR14789265,ERR14789266,ERR14789267,ERR14789268,ERR14789269,ERR14789270,ERR14789271,ERR14789272,ERR14789273,ERR14789368,ERR14789369,ERR14789370,ERR14789371,ERR14789372,ERR14789373,ERR14789374,ERR14789375,ERR14789376,ERR14789377,ERR14789378,ERR14789379,ERR14789380,ERR14789381,ERR14789382,ERR14789353,ERR14789357,ERR14789358,ERR14789359,ERR14789360,ERR14789361,ERR14789362,ERR14789363,ERR14789364,ERR14789365,ERR14789366,ERR14789367,ERR14789334,ERR14789335,ERR14789337,ERR14789338,ERR14789339,ERR14789340,ERR14789341,ERR14789342,ERR14789343,ERR14789344,ERR14789345,ERR14789346,ERR14789347,ERR14789348,ERR14789282,ERR14789283,ERR14789284,ERR14789285,ERR14789286,ERR14789287,ERR14789288,ERR14789289,ERR14789290,ERR14789291,ERR14789292,ERR14789293,ERR14789294,ERR14789295,ERR14789296,ERR14789297
                Ivolevirus,2842770,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Kaypoctavirus,2842786,,,,,,,,,,,0.06,,,,,,,,,0.03,0.27,0.25,0.22,0.16,,,0.14,,,,,0.62,0.23,0.36,,0.29,0.26,,0.57,,,0.2,0.09,,0.1,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,0.11,0.15,,0.11,0.2,,0.28,,
                Kehmevirus,2842790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,0.23,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,
                Kemicevirus,2842792,,,,0.05,0.04,,,,,,0.11,,0.45,0.47,,,,,,0.08,0.15,0.31,0.07,0.26,0.37,0.18,0.39,0.3,1.08,1.26,,,0.89,1.42,0.77,1.01,1.05,1.44,0.72,0.5,1.68,0.19,0.22,0.22,0.12,4.65,0.17,0.52,0.42,0.31,0.35,,0.22,0.19,0.19,0.18,0.33,,0.47,0.48,0.54,0.81,0.59,0.64,0.49,,0.23,0.75,0.38,0.61,0.32,0.18,,1.99,0.14,0.13,,,,,0.21,0.11,,0.92,,,0.61,,,0.49,,0.28,,0.25,,,0.2,,,0.09,,0.43,,,,,,,0.2,0.42,,0.08,
              Kenoshavirus,2842796,1.03,,,0.1,0.09,,,,0.17,0.19,0.12,0.34,,0.21,,,0.44,,,,,,0.07,0.16,0.17,,0.12,,,,,0.16,,,,,,,0.19,,,0.18,0.15,0.14,0.2,,,,,,,,0.21,0.15,0.18,,,,,0.35,,,,,,,,,,0.44,,,,,,,,,,,,,,1.58,1.7,,,,,3.41,,0.17,1.52,,,0.07,1.13,,0.29,0.18,,,0.41,0.27,0.13,0.3,0.33,0.32,,,0.11,0.11,0.27
                Kihryuvirus,2842799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Kinglevirus,2842802,1.81,7.72,5.65,2.44,0.55,2.78,12.66,5.37,35.49,0.2,0.09,0.72,,,,,,,,0.02,,,0.06,,0.13,0.26,,,,1.01,,,2.03,0.84,8.78,0.68,0.97,2.37,0.6,1.45,2.4,,0.07,,,,,,,,,,0.39,0.53,,0.38,,0.44,0.39,0.35,,,0.94,1.21,0.45,5.08,5.57,,0.23,0.3,0.93,0.19,0.18,0.13,,,,0.42,,,,,,1.48,7.17,0.01,4.89,3.77,,3.53,9.34,1.64,0.83,1.57,0.51,0.73,0.57,,,,,,,,,,,,,,,,
                Kohmavirus,2842807,,,,,,,,,,,,,,0.32,,,,,,0.04,,,,0.15,0.62,0.39,0.24,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.45,0.38,0.21,0.74,0.31,,0.45,,,,,0.78,0.41,0.04,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,
                Kowinovirus,2842810,,,,,,,,,,,0.06,,,,,,,,,0.02,,,,,,,,,,,,,,,0.58,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Kuhshuvirus,2842813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Lasallevirus,2842819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Limaivirus,2842826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Littlefixvirus,2842828,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,0.08,0.1,,,,,,,,0.22,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,0.02,,,,,
                  Lonzbavirus,2842833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,0.12,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Luthavirus,2842838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Mahraivirus,2842846,,,,,,,,0.37,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Manuelvirus,2842852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Matsuvirus,2842857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Mekintivirus,2842861,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Melvirus,2842862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Mintuvirus,2842872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Mooreparkvirus,2842881,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,0.29,,,,,1.07,,,0.24,,,,,0.09,,,,,,,,,,,,,,,,
              Mydovirus,2842888,,,,,,,,,,,0.06,,,0.15,,,,0.44,,0.03,0.18,0.15,0.23,0.17,0.15,,0.18,0.82,0.36,0.44,,0.29,,0.36,1.78,0.26,0.32,0.43,0.28,0.89,,0.18,0.1,0.13,0.21,,0.31,,,,0.19,,,,,,,,,,,,,,,,,0.39,,,,0.03,,,,,,,,,,,,,,,,,,,0.74,,,,,,,0.73,,0.13,,,0.14,,1.25,0.22,0.2,0.09,,,0.89,,0.13
                  Nahantvirus,2842892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,
                Nehpavirus,2842897,,,,,,,,,,,,,,,,,,,,0.03,,,,0.22,0.37,0.38,0.16,,,,,,,,,,,,,,,0.09,0.36,0.22,0.09,14.89,,3.07,0.8,,0.96,,,,0.19,0.31,,,,,,,,,,,,,,,,0.31,,,,0.06,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,
              Nochtlivirus,2842908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,0.12,,
                Pacinivirus,2842934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.09,0.08,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Paundecimvirus,2842942,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.17,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,0.44,0.11,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Paysduvirus,2842943,,0.08,,0.07,0.05,,0.88,1.69,3.03,0.28,0.66,0.29,,,,,,,,,,0.08,0.05,,,,,,,,,,,,,,,,,,,0.6,0.14,,0.78,7.81,,1.21,,,,,,,0.51,0.29,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,0.2,,,,,,,,,,,,0.07,0.2,,,,,,,,,,,,,,,,
                Perrunavirus,2842953,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Pokkenvirus,2842972,,,,,0.03,,,,,0.12,0.05,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,0.13,0.1,0.12,0.1,,,,,,,,,0.29,0.14,,,0.2,,0.45,,,,,,,,,,,,,,,,,0.73,0.18,0.11,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.04,,,,,
                  Pollockvirus,2842973,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.18,0.14,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Pourcelvirus,2842976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,0.14,0.13,0.11,0.16,,,,,,,0.24,,0.18,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,,,0.06,,
                Presleyvirus,2842977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.17,0.23,,,0.2,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Pseudotevenvirus,2842979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.13,0.09,,,0.16,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,0.06,,,,,
                  Pylasvirus,2842993,,,,,,,,,,,,,,,,,,0.4,,,0.15,0.19,0.14,0.24,0.17,0.28,,,,,,0.28,,0.13,,,,,0.1,,,0.25,0.56,0.33,0.29,,0.5,0.79,0.42,0.23,1.15,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,0.03,,,0.19,,
                Qubevirus,2842995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Raunefjordenvirus,2843000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
                Riverridervirus,2843008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,
                  Sabourvirus,2843014,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.08,,,,,,,,,,,,,,,0.39,0.53,0.42,0.33,,0.62,0.63,0.24,,,,0.24,0.23,0.35,0.26,,,,,,,,,,,,,,,,0.04,,,,,,0.14,,,,,,,,,,,,,,0.26,,,,,0.09,,,,,,,,,,,,,,,,
                Salinovirus,2843017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Secretariatvirus,2843027,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.86,,,,,1.34,,,1.25,,,0.04,0.58,,,,,,,,,,,0.06,,,,,
                Shebanavirus,2843035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,0.22,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Sholavirus,2843039,,,,,,,,,0.16,0.1,0.1,,,0.18,,,,,,,,,,0.11,0.16,0.24,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.07,0.16,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Siovirus,2843048,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Slepowronvirus,2843051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Stehlmavirus,2843058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Stoningtonvirus,2843060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Suhnsivirus,2843062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,
              Tanisvirus,2843069,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,0.65,,,,,1.46,1.36,,0.64,,,0.19,0.36,,,0.21,,,0.29,,,,,0.23,,,0.05,0.13,
                Teciucevirus,2843073,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Ticahravirus,2843092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Tinytimothyvirus,2843096,0.44,0.14,,,0.08,,,,0.16,0.13,0.15,0.2,,,,,,,,,,,,,,,,0.49,,,,0.12,,,,,,0.27,,,,0.23,,0.14,0.1,,,0.22,,,,,,,0.15,,0.17,,,,0.21,,,,,,,0.42,,,,0.08,,,0.1,0.06,,,,,,,0.13,0.13,,,,,0.52,,,,,,,,,,,,,,,,,,0.07,0.07,,,0.05,0.06,
                Waedenswilvirus,2843122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.15,0.2,0.14,,0.17,,,,0.14,,,,0.16,,,,,,,,,,,,,,,,,0.04,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,
                Wahdswovirus,2843124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11
                  Warsawvirus,2843128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,0.03,0.39,,,,,,,,,,,,,,,,,
              Wongtaivirus,2843141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Yautsimvirus,2843147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Yonginvirus,2843155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,0.15,,,0.09,0.08,0.13,0.08,,0.19,0.34,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,0.19,,,0.03,,,,,,,,,,,,,,,,,,
                  Zedzedvirus,2843159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
                Zicotriavirus,2843161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.13,0.08,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
                Zurivirus,2843162,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,0.07,,0.1,0.09,,,,,,,0.32,0.26,0.22,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
              Aguilavirus,2843343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
              Anjalivirus,2843346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Astrithrvirus,2843350,,,,0.04,,,,,,0.12,0.16,,,,,,,0.57,,0.04,,0.13,0.07,0.39,0.37,0.46,0.28,,,,,0.21,,0.15,,,,,0.22,,,0.52,0.67,0.66,0.82,,1.81,1.41,0.52,0.31,0.4,0.25,0.54,0.37,0.43,0.48,,,,,,,,,,,,,,,,0.06,,0.11,0.13,0.13,0.46,0.35,0.39,0.23,0.28,,0.24,0.22,,0.01,0.44,,0.29,,,0.24,0.45,,,0.03,0.13,,,0.1,,,,,,,,,,,,0.06,
              Audreyjarvisvirus,2843351,,,,0.06,0.05,,,,,,0.14,,,0.28,,,,3.43,,,0.15,0.46,0.28,3.79,2.5,1.57,0.67,,,,,,,,,,,,,,,4.99,0.7,4.17,4.5,5.59,4.1,1.94,1.75,1.82,0.76,0.65,0.6,0.39,2.63,1.83,,,,0.35,0.48,,0.26,,,,,,,,,0.24,,0.07,0.15,,,,0.18,,0.38,0.14,0.35,0.18,,0.02,1.63,,0.59,,,0.48,0.55,0.43,,,0.35,,,0.21,0.44,,0.34,0.31,0.54,,0.2,0.29,0.16,,0.66,,
              Avanivirus,2843352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,
                Bcepfunavirus,2843356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Burrovirus,2843362,1.41,0.77,0.48,0.29,0.75,1.68,0.39,1.35,1.77,0.98,1.25,2.0,2.63,1.49,3.66,2.7,3.47,3.24,1.53,0.05,1.37,0.61,0.36,1.01,0.54,0.62,0.5,0.94,0.77,0.83,,1.72,0.62,0.77,1.15,0.71,0.68,1.6,0.87,2.13,1.28,1.97,0.9,1.49,2.64,1.8,1.3,1.67,1.47,1.22,0.79,0.38,0.99,0.7,1.37,1.7,1.8,1.96,1.4,5.84,1.69,1.76,2.15,0.98,2.0,1.27,0.36,3.94,1.1,2.52,2.03,0.91,0.65,0.36,0.83,0.54,2.43,0.79,0.34,0.5,1.43,1.03,1.39,0.47,1.16,0.03,0.78,,4.97,4.37,0.31,0.67,0.78,0.52,0.01,0.08,0.38,,0.98,0.71,0.37,0.85,0.57,0.97,0.28,0.62,0.56,0.4,0.49,0.3,0.34,0.26,0.45
              Chopinvirus,2843365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.07,0.12,0.09,,0.34,,,0.23,,,,,0.18,0.44,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,0.02,,,,,
              Cimandefvirus,2843366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.13,0.19,0.12,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,0.67,0.42,0.25,0.09,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Firingavirus,2843381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Fremauxvirus,2843383,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.21,0.85,0.99,,2.08,0.52,0.27,0.58,,0.17,,0.11,0.97,1.32,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,0.13,,0.02,,,0.36,,,0.33,0.33,,,,0.09,,,,,,,,,,,0.04,,,,,
              Hattifnattvirus,2843390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,0.44,,0.68,0.77,0.69,0.46,,,,,,,,1.16,0.48,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
              Hnatkovirus,2843391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Kanagawavirus,2843399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
              Klausavirus,2843401,,,,,,0.55,0.46,0.92,0.34,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,
                Labanvirus,2843408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,0.07,0.14,,,,,,,,,,,,,0.33,,,0.41,0.25,0.28,,,,,,,,0.58,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lafunavirus,2843410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Lahexavirus,2843411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Lastavirus,2843414,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,0.24,0.23,0.33,0.5,,0.29,0.6,,0.21,0.18,,,,0.11,0.2,,,,,,,,,,,,,,,,,0.21,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,0.13,,,,
              Lillamyvirus,2843418,,0.24,,0.11,0.03,,,,0.43,,,,,,,,,,,,,,,,,0.16,0.1,,,,5.26,,,,,,,,,,,0.12,0.66,0.17,0.29,,0.34,0.39,,,,,,,,,0.67,0.22,0.43,3.58,1.15,2.19,1.39,,2.8,,,2.27,1.21,1.61,2.41,,0.51,,,,,,,0.25,,0.1,0.35,0.43,0.55,,,,0.48,,,1.17,0.76,,,,0.14,,,,,,,,,,,,,,,,
